lwmainid,DR_Num,Arizona_Statute_Code,Charge_Description,Attempted_Or_Completed,Report_Date,Date_Occurred,Time_Occurred,Date_Found,Time_Found,District,Beat,Zone,Officer,Location,City,State,Case_Status_Code,Case_Status_Description
664127,22-11964  ,13-3553A2,Sexual Exploitation of Minor,Completed,06/09/2022,03/06/2022,0536,03/06/2022,0536,D3,13,9902,"Weiler, Z.  (1475)",E Via Linda,Scottsdale,AZ,ACTI,Further Investigation
664128,22-11966  ,13-1402A,Indecent Exposure,Completed,06/09/2022,06/09/2022,1228,06/09/2022,1228,D3,10,2501,"Olson, T.  (1121)",E Cheney DR / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664130,22-11968  ,13-1802A1,Theft -- Other Larceny,Completed,06/09/2022,06/08/2022,1452,06/08/2022,1452,D1,04,604,"Seda, M.  (B1628)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
664131,22-11969  ,13-1506A1,Burglary - Motor Vehicle,Completed,06/09/2022,06/09/2022,1235,06/09/2022,1235,D1,02,408,"Delash, T.  (1381)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
664132,22-11970  ,13-2102A1,Theft of Credit Card -- Other,Completed,06/09/2022,06/06/2022,0001,06/06/2022,2359,D2,07,1002,"Esquivel, L.  (1513)",E Camelback Rd,Scottsdale,AZ,ACTI,Further Investigation
664133,22-11972  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,06/09/2022,05/31/2022,0800,06/09/2022,1326,D1,02,407,"Wolken, C.  (B1725)",N Miller Rd,Scottsdale,AZ,INAC,Inactive
664147,22-11988  ,13-2310A,Fraudulent Schemes/Artifices,Attempted,06/09/2022,06/09/2022,1354,06/09/2022,1354,D3,14,3117,"Dylong, Z.  (1238)",N Frank Lloyd Wright Bl,Scottsdale,AZ,INAC,Inactive
664148,22-11991  ,IMPOUND,Impound Property,Completed,06/09/2022,06/09/2022,1440,06/09/2022,1440,D1,01,107,"Koerner, T.  (875)",N Granite Reef Rd,Scottsdale,AZ,INAC,Inactive
664149,22-11992  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/09/2022,06/09/2022,1531,06/09/2022,1531,D4,20,4502,"Saylor, A.  (1364)",N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
664150,22-11993  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,06/09/2022,06/09/2022,0100,06/09/2022,0321,D1,02,413,"Wolken, C.  (B1725)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
664151,22-11994  ,13-2904A6,Disorderly Conduct-Weapon/Instrument,Completed,06/09/2022,06/09/2022,1636,06/09/2022,1636,D1,03,704,"Delash, T.  (1381)",N 70th St,Scottsdale,AZ,INAC,Inactive
664152,22-11995  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/09/2022,06/09/2022,1711,06/09/2022,1711,D2,06,904,"Vogt, J.  (1182)",N Miller Rd,Scottsdale,AZ,INAC,Inactive
664153,22-11996  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,06/09/2022,06/07/2022,1900,06/09/2022,1754,D2,06,904,"Shollock, K.  (1597)",E Stetson DR,Scottsdale,AZ,INAC,Inactive
664154,22-11997  ,13-1503A,Criminal Trespass 2nd Deg-Commercial/Fenced Yard,Completed,06/09/2022,06/09/2022,1846,06/09/2022,1846,D2,06,807,"Rumann, J.  (1600)",E Scottsdale Mall,Scottsdale,AZ,CBA,Cleared By Arrest
664155,22-11998  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/09/2022,06/09/2022,1846,06/09/2022,1846,D2,05,907,"Scott, H.  (1580)",N 81st St,Scottsdale,AZ,INAC,Inactive
664156,22-11999  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/09/2022,06/09/2022,1900,06/09/2022,1900,D1,01,103,"Fries, J.  (1607)",N Hayden Rd / E McKellips Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664157,22-12000  ,13-1805I,Shoplifting With Device to Facilitate,Completed,06/09/2022,06/09/2022,1737,06/09/2022,1737,D4,17,3404,"Swan, K.  (1440)",N Frank Lloyd Wright Bl,Scottsdale,AZ,INAC,Inactive
664161,22-12001  ,IMPOUND,Impound Property,Completed,06/09/2022,06/09/2022,1438,06/09/2022,1438,D1,04,603,"Huynh, T.  (1601)",E Wilshire DR,Scottsdale,AZ,INAC,Inactive
664162,22-12002  ,DEATH,Death Investigation,Completed,06/09/2022,06/09/2022,2110,06/09/2022,2110,D3,13,3007,"Hidalgo, R.  (1602)",N 92nd St,Scottsdale,AZ,INAC,Inactive
664164,22-12004  ,LOST PROPERTY,Lost Property,Completed,06/09/2022,06/09/2022,2101,06/09/2022,2101,D2,06,9901,"Shollock, K.  (1597)",N 75th St,Scottsdale,AZ,INAC,Inactive
664165,22-12005  ,13-1502A1,Criminal Trespass 3rd Deg-Property,Completed,06/09/2022,06/09/2022,2214,06/09/2022,2214,D3,11,2801,"English, K.  (1140)",E Doubletree Ranch Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664166,22-12006  ,28-3473A,Suspended/Revoked D.L.,Completed,06/09/2022,06/09/2022,2236,06/09/2022,2236,D2,07,901,"Farner, K.  (1584)",N 64th St / E Lafayette Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664167,22-12007  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/09/2022,06/09/2022,2220,06/09/2022,2220,D1,01,201,"Pham, J.  (1548)",E Roosevelt St / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664168,22-12008  ,28-1381A2,DUI-BAC of .08 or More,Completed,06/09/2022,06/09/2022,2234,06/09/2022,2234,,99,99,"Cappucci, A.  (1132)",E Chaparral Rd,Salt River,AZ,CBA,Cleared By Arrest
664169,22-12009  ,28-3473A,Suspended/Revoked D.L.,Completed,06/09/2022,06/09/2022,2218,06/09/2022,2218,D1,03,406,"Ibarra, R.  (1615)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664171,22-12010  ,WARRANT,Warrant - Misd - Other Jurisdiction,Completed,06/09/2022,06/09/2022,2249,06/09/2022,2249,D1,02,609,"Fries, J.  (1607)",E Thomas Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664172,22-12011  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/09/2022,06/09/2022,2258,06/09/2022,2258,D2,07,802,"Smith, C.  (1507)",N 64th St / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664173,22-12012  ,13-1204A8A,Agg Assault-Officer -- Minor or No Injury,Completed,06/09/2022,06/09/2022,2306,06/09/2022,2306,,99,99,"Jarrell, A.  (1489)",N Cavalier DR / E McKellips Rd,Tempe,AZ,CBA,Cleared By Arrest
664175,22-12013  ,13-1502A1,Criminal Trespass 3rd Deg-Property,Completed,06/09/2022,06/09/2022,2328,06/09/2022,2328,D2,06,904,"Shollock, K.  (1597)",N 75th St,Scottsdale,AZ,CBA,Cleared By Arrest
664176,22-12015  ,28-1382A2,Extreme DUI-BAC .20 or More,Completed,06/09/2022,06/09/2022,2311,06/09/2022,2311,D4,,0,"Treglown, B.  (1505)",E Princess DR / N Scottsdale Rd,Phoenix,AZ,CBA,Cleared By Arrest
664177,22-12016  ,28-3473A,Suspended/Revoked D.L.,Completed,06/10/2022,06/10/2022,0014,06/10/2022,0014,D2,07,901,"Farner, K.  (1584)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664179,22-12017  ,WARRANT,Warrant - Misd - Other Jurisdiction,Completed,06/10/2022,06/10/2022,0010,06/10/2022,0010,,,,"Noseworthy, C.  (1605)",Ave and Scottsdale,Scottsdale,AZ,CBA,Cleared By Arrest
664180,22-12018  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,06/10/2022,06/10/2022,0028,06/10/2022,0028,D3,14,2807,"Hontz, T.  (1569)",N 108th St / E Mountain View Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664181,22-12019  ,13-1203A3,Assault-Touched to Injure,Completed,06/10/2022,06/10/2022,0043,06/10/2022,0043,D2,06,904,"Rumann, J.  (1600)",N Civic Center Pz,Scottsdale,AZ,CBA,Cleared By Arrest
664182,22-12020  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,06/10/2022,06/10/2022,0100,06/10/2022,0100,,,0,"Marienau, R.  (1467)",N 90th St / L101 Sb,Scottsdale,AZ,LFF,Long Form Filed
664183,22-12021  ,28-2531B1,Fictitious/Stolen/Altered/Suspended Plate,Completed,06/10/2022,06/10/2022,0124,06/10/2022,0124,D2,07,902,"Farner, K.  (1584)",N Goldwater Bl / E Via Soleri DR,Scottsdale,AZ,CBA,Cleared By Arrest
664184,22-12022  ,28-3473A,Suspended/Revoked D.L.,Completed,06/10/2022,06/10/2022,0146,06/10/2022,0146,D2,05,909,"Rivera, C.  (1593)",N Granite Reef Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664185,22-12023  ,28-3473A,Suspended/Revoked D.L.,Completed,06/10/2022,06/10/2022,0226,06/10/2022,0226,D2,07,903,"Farner, K.  (1584)",E 3rd Av / N Marshall Wy,Scottsdale,AZ,CBA,Cleared By Arrest
664186,22-12024  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/10/2022,06/10/2022,0246,06/10/2022,0246,D2,06,904,"Roadifer, M.  (1573)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664188,22-11518  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,06/01/2022,06/01/2022,1700,06/01/2022,1700,D2,07,1002,"Rivera, C.  (1593)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664189,22-12025  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/10/2022,04/25/2022,0621,05/03/2022,0621,D3,14,3118,"Dyer, A.  (1214)",N 120th Pl,Scottsdale,AZ,INAC,Inactive
664191,22-12029  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,06/10/2022,06/10/2022,0915,06/10/2022,0915,D1,02,409,"Dittman, D.  (1146)",E Holly St,Scottsdale,AZ,LFF,Long Form Filed
664192,22-12030  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/10/2022,06/10/2022,0916,06/10/2022,0916,D2,07,805,"Mathis, C.  (1578)",N Goldwater Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664193,22-12031  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/10/2022,06/10/2022,0945,06/10/2022,0945,D3,12,3003,"Williams, C.  (1307)",E Shea Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664194,22-12032  ,RECOVERY/VEH,Recovery/Vehicle Foj,Completed,06/10/2022,06/10/2022,0846,06/10/2022,0846,D1,03,406,"Ly, S.  (1575)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664195,22-12033  ,DEATH,Death Investigation,Completed,06/10/2022,06/10/2022,0915,06/10/2022,0945,D4,19,3801,"Wilson, A.  (1554)",N Scottsdale Rd,Scottsdale,AZ,ACTI,Further Investigation
664196,22-12034  ,IMPOUND,Impound Property,Completed,06/10/2022,06/10/2022,0914,06/10/2022,0914,D2,06,904,"Egan, L.  (B1736)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664197,22-12035  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/10/2022,06/10/2022,1016,06/10/2022,1016,D2,07,901,"Bayfield, J.  (1612)",N 68th St / E Monterosa St,Scottsdale,AZ,CBA,Cleared By Arrest
664198,22-12036  ,13-1802A1,Theft -- From Vehicle,Completed,06/10/2022,06/09/2022,1600,06/10/2022,0900,D4,15,3501,"Maki, J.  (1262)",E Greenway Rd,Scottsdale,AZ,INAC,Inactive
664198,22-12036  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,06/10/2022,06/09/2022,1600,06/10/2022,0900,D4,15,3501,"Maki, J.  (1262)",E Greenway Rd,Scottsdale,AZ,INAC,Inactive
664199,22-12037  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/10/2022,06/09/2022,1400,06/09/2022,1400,D4,16,3605,"Maki, J.  (1262)",E Frank Lloyd Wright Bl,Scottsdale,AZ,INAC,Inactive
664200,22-12039  ,13-1802A1,Theft -- Other Larceny,Completed,06/10/2022,06/10/2022,0906,06/10/2022,0906,D3,09,2306,"Good, A.  (1360)",N 82nd St / E McDonald DR,Scottsdale,AZ,INAC,Inactive
664201,22-12040  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,06/10/2022,06/10/2022,1131,06/10/2022,1131,D1,04,703,"Metz, D.  (863)",N 68th St,Scottsdale,AZ,INAC,Inactive
664202,22-12041  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/10/2022,08/01/2021,0000,11/04/2021,0000,D4,19,3801,"Dylong, Z.  (1238)",E Thompson Peak Py,Scottsdale,AZ,ACTI,Further Investigation
664204,22-12043  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,06/10/2022,06/10/2022,0255,06/10/2022,0930,D3,12,3003,"Now, G.  (1368)",E Sahuaro DR,Scottsdale,AZ,INAC,Inactive
664205,22-12045  ,IMPOUND,Impound Property,Completed,06/10/2022,06/10/2022,1321,06/10/2022,1321,D3,13,2908,"Oleksik, K.  (1496)",N 90th St,Scottsdale,AZ,INAC,Inactive
664206,22-12046  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/10/2022,03/01/2022,1153,06/10/2022,1153,D1,03,406,"Gil Canche, M.  (1392)",N Scottsdale Rd,Scottsdale,AZ,ACTI,Further Investigation
664207,22-12048  ,28-693A,Reckless Driving,Completed,06/10/2022,06/10/2022,1409,06/10/2022,1409,D2,06,1103,"Stanley, D.  (1234)",E Chaparral Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664208,22-12049  ,13-1506A1,Burglary - Motor Vehicle,Completed,06/10/2022,06/09/2022,2200,06/10/2022,1200,D4,15,3601,"Maki, J.  (1262)",N Greenway-Hayden Loop,Scottsdale,AZ,INAC,Inactive
664209,22-12050  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/10/2022,06/04/2022,0930,06/10/2022,1358,D2,07,1002,"Fellows, D.  (1268)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664210,22-12051  ,13-1802A1,Theft -- Other Larceny,Completed,06/10/2022,06/08/2022,1430,06/08/2022,1430,D1,02,408,"Wolken, C.  (B1725)",N 78th St,Scottsdale,AZ,INAC,Inactive
664211,22-12052  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/10/2022,01/07/2022,1717,06/03/2022,1200,D2,07,1002,"Wolken, C.  (B1725)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664212,22-12053  ,DEATH,Death Investigation,Completed,06/10/2022,06/10/2022,1447,06/10/2022,1447,D4,18,3408,"Saylor, A.  (1364)",E Autumn Sage DR,Scottsdale,AZ,INAC,Inactive
664213,22-12055  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/10/2022,06/10/2022,1350,06/10/2022,1400,D3,11,2904,"Williams, C.  (1307)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664214,22-12054  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/10/2022,06/10/2022,1442,06/10/2022,1442,D4,16,3605,"Owens, J.  (1419)",N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664215,22-12056  ,13-1802A1,Theft -- Other Larceny,Completed,06/10/2022,06/07/2022,0700,06/08/2022,0930,D1,03,707,"Ly, S.  (1575)",N Civic Center Pz,Scottsdale,AZ,INAC,Inactive
664216,22-12057  ,13-1805A5,Shoplifting-Concealment,Completed,06/10/2022,06/10/2022,1545,06/10/2022,1545,D2,07,1002,"Fay, N.  (1265)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664217,22-12060  ,13-2105A1,Fraudulent Use of Credit Card-Intent to Defraud,Completed,06/10/2022,05/06/2022,0001,05/16/2022,2359,D3,13,2910,"Hidalgo, R.  (1602)",E Mountainview Lake DR,Scottsdale,AZ,INAC,Inactive
664218,22-12061  ,13-1802A1,Theft -- Other Larceny,Completed,06/10/2022,06/09/2022,1800,,    ,D1,02,412,"Cross, B.  (B554)",N 87th St,Scottsdale,AZ,INAC,Inactive
664219,22-12062  ,13-1805A5,Shoplifting-Concealment,Completed,06/10/2022,06/08/2022,1525,06/08/2022,1630,D4,17,3404,"JOy, B.  (B1470)",N Frank Lloyd Wright Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664221,22-12065  ,13-1602A2,Criminal Damage-Tamper,Completed,06/10/2022,06/10/2022,1834,06/10/2022,1834,D1,02,609,"Lowing, R.  (1435)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
664222,22-12066  ,13-1302A1,Custodial Interference-Child/Incompetent Person,Completed,06/10/2022,06/10/2022,0800,06/10/2022,1730,D2,08,2204,"Donovan, D.  (1587)",E Jackrabbit Rd,Scottsdale,AZ,INAC,Inactive
664223,22-12064  ,13-3102A4,Possess Weapon By Prohibited Person,Completed,06/10/2022,06/10/2022,1810,06/10/2022,1810,D3,11,2902,"Kauffman, C.  (1487)",E Shea Bl,Scottsdale,AZ,LFF,Long Form Filed
664225,22-12067  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,06/10/2022,06/10/2022,1913,06/10/2022,1913,D2,07,901,"Rumann, J.  (1600)",N 75th St,Scottsdale,AZ,CBA,Cleared By Arrest
664226,22-12068  ,13-2008A,Taking Identity of Another,Completed,06/10/2022,06/10/2022,1916,06/10/2022,1916,,99,99,"Ibarra, R.  (1615)",E McKellips Rd / N Scottsdale Rd,Scottsdale,AZ,PLR,Pending Lab Results
664227,22-12069  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/10/2022,06/10/2022,1942,06/10/2022,1942,D2,05,812,"Scott, H.  (1580)",N 80th Pl,Scottsdale,AZ,CBA,Cleared By Arrest
664228,22-12071  ,13-1602A1,Criminal Damage-Deface,Completed,06/10/2022,06/10/2022,2030,06/10/2022,2129,D3,14,3117,"Hontz, T.  (1569)",N 113th Wy,Scottsdale,AZ,CBA,Cleared By Arrest
664230,22-12073  ,13-1204B,Agg Aslt Dv-Impede Breathing,Completed,06/10/2022,06/10/2022,2208,06/10/2022,2208,D3,12,3003,"Kang, J.  (1567)",N 69th St,Scottsdale,AZ,CBA,Cleared By Arrest
664231,22-12074  ,18-150C,Vacation Rental Emergency Response,Completed,06/10/2022,06/10/2022,2135,06/10/2022,2135,D1,01,101,"Huynh, T.  (1601)",N 73rd Pl,Scottsdale,AZ,INAC,Inactive
664232,22-12075  ,13-2915A2,Misuse of 911 Telephone Emergency,Completed,06/10/2022,06/10/2022,2302,06/10/2022,2302,D1,03,705,"Serbalik, D.  (1384)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664233,22-12076  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/10/2022,06/10/2022,2326,06/10/2022,2326,D1,03,707,"Farner, K.  (1584)",N Drinkwater Bl / E Osborn Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664234,22-12077  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,06/11/2022,06/11/2022,0006,06/11/2022,0006,D1,02,710,"Ibarra, R.  (1615)",E Avalon DR / N Hayden Rd,Scottsdale,AZ,LFF,Long Form Filed
664235,22-12078  ,28-693A,Reckless Driving,Completed,06/11/2022,06/11/2022,0008,06/11/2022,0008,D3,99,99,"Hontz, T.  (1569)",N 90th St / L101,Salt River,AZ,CBA,Cleared By Arrest
664237,22-12079  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,06/10/2022,06/10/2022,2328,06/10/2022,2328,D1,01,107,"Biland, M.  (1547)",E Portland St,Scottsdale,AZ,CBA,Cleared By Arrest
664238,22-12080  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/11/2022,06/11/2022,0036,06/11/2022,0036,D2,06,806,"Smith, C.  (1507)",N Goldwater Bl / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664239,22-12081  ,28-1381A2,DUI-BAC of .08 or More,Completed,06/11/2022,06/11/2022,0034,06/11/2022,0034,D2,08,2102,"Cappucci, A.  (1132)",E Chaparral Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664240,22-12082  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/11/2022,06/11/2022,0040,06/11/2022,0040,D2,07,805,"Rivera, C.  (1593)",E Indian School Rd / N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664241,22-12083  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/11/2022,06/11/2022,0123,06/11/2022,0123,D2,06,904,"Vattuone, D.  (1493)",N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
664242,22-12084  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/11/2022,06/11/2022,0039,06/11/2022,0039,D2,07,903,"Gomez, A.  (1586)",E 5th Av / N Craftsman Ct,Scottsdale,AZ,CBA,Cleared By Arrest
664245,22-12085  ,28-1383A1,Aggravated DUI-License Suspended/Revoked For Dui,Completed,06/11/2022,06/11/2022,0134,06/11/2022,0134,D2,07,802,"Rivera, C.  (1593)",N 64th St / E Osborn Rd,Scottsdale,AZ,LFF,Long Form Filed
664246,22-12086  ,13-1402A,Indecent Exposure,Completed,06/11/2022,06/11/2022,0148,06/11/2022,0148,D2,06,904,"Jasperson, Z.  (1420)",N 75th St,Scottsdale,AZ,CBA,Cleared By Arrest
664247,22-12087  ,4-251A2,Liquor-Possess Open Container In Vehicle,Completed,06/11/2022,06/11/2022,0215,06/11/2022,0215,D2,,0,"Noseworthy, C.  (1605)",Main St and Goldwater,Scottsdale,AZ,CBA,Cleared By Arrest
664248,22-12088  ,19-19A,Urinate/Defecate In Public,Completed,06/11/2022,06/11/2022,0222,06/11/2022,0222,D2,06,904,"Motiejunas, C.  (1438)",N Saddlebag Tr,Scottsdale,AZ,CBA,Cleared By Arrest
664250,22-12089  ,IMPOUND,Impound Property,Completed,06/09/2022,06/09/2022,0009,06/09/2022,0009,,99,99,"Jarrell, A.  (1489)",N Scottsdale Rd,Tempe,AZ,INAC,Inactive
664251,22-12091  ,28-1381A2,DUI-BAC of .08 or More,Completed,06/11/2022,06/11/2022,0202,06/11/2022,0202,D2,05,907,"Gomez, A.  (1586)",N Hayden Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664252,22-12090  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,06/11/2022,06/11/2022,0232,06/11/2022,0232,D2,07,1102,"Smith, C.  (1507)",E Rancho Vista DR,Scottsdale,AZ,LFF,Long Form Filed
664254,22-12092  ,IMPOUND,Impound Property,Completed,06/11/2022,06/11/2022,0302,06/11/2022,0302,D2,06,904,"Deshotel, S.  (1484)",N Saddlebag Tr,Scottsdale,AZ,INAC,Inactive
664257,22-12093  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,06/11/2022,06/11/2022,0717,06/11/2022,0717,D4,19,3801,"Pedersen, J.  (1459)",N Hayden Rd / E Legacy Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664258,22-12094  ,DEATH,Death Investigation,Completed,06/11/2022,06/11/2022,0000,06/11/2022,0707,D1,03,607,"Ly, S.  (1575)",N Scottsdale Rd / E Thomas Rd,Scottsdale,AZ,INAC,Inactive
664259,22-12095  ,13-2311A,Fraudulent Schemes-Practice/Conceal,Completed,06/11/2022,05/21/2022,1544,06/09/2022,1538,D3,11,2902,"Williams, C.  (1307)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664260,22-12097  ,DEATH,Death Investigation,Completed,06/11/2022,06/10/2022,2220,06/11/2022,0813,D3,11,2904,"Dyer, A.  (1214)",N 73rd St,Scottsdale,AZ,INAC,Inactive
664261,22-12098  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/11/2022,06/11/2022,0812,06/11/2022,0812,D2,08,2203,"Palmer, S.  (1229)",N Granite Reef Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664262,22-12099  ,13-2810A2,Interfere W/Court Order-Viol Court Order,Completed,06/11/2022,06/11/2022,0753,06/11/2022,0802,D1,03,406,"Valenzuela, C.  (1248)",E Coronado Rd,Scottsdale,AZ,LFF,Long Form Filed
664263,22-12101  ,13-1805A5,Shoplifting-Concealment,Completed,06/11/2022,06/11/2022,0938,06/11/2022,0938,D3,13,2908,"Fernandez, A.  (1299)",N 90th St,Scottsdale,AZ,CBA,Cleared By Arrest
664264,22-12102  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,06/11/2022,12/31/2021,0001,06/11/2022,0706,D4,18,3802,"Wolken, C.  (B1725)",N Pima Rd,Scottsdale,AZ,INAC,Inactive
664265,22-12103  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,06/10/2022,06/10/2022,1640,06/10/2022,1640,D4,16,3402,"Wilson, A.  (1554)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
664267,22-12106  ,13-2008A,Taking Identity of Another,Completed,06/11/2022,06/11/2022,0000,06/11/2022,1007,D1,02,609,"O`Malley, I.  (1510)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
664268,22-12108  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,06/11/2022,06/11/2022,1128,06/11/2022,1128,D2,06,904,"Browning, D.  (1594)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664269,22-12109  ,13-1506A1,Burglary - Motor Vehicle,Completed,06/11/2022,06/11/2022,0400,06/11/2022,0415,D3,11,2907,"Wolken, C.  (B1725)",E Mustang Tr,Scottsdale,AZ,INAC,Inactive
664270,22-12110  ,18-124A,Rp Permitting A Nuisance Party or Unlawful Gathering,Attempted,06/11/2022,06/11/2022,1104,06/11/2022,1104,D2,08,2107,"Rohlfs, J.  (1614)",E Pecos Ln,Scottsdale,AZ,INAC,Inactive
664271,22-12111  ,13-1302A3,Custodial Interference-Deny Parent Access,Completed,06/11/2022,06/11/2022,1146,06/11/2022,1146,D4,17,3405,"Simpson, J.  (1560)",E Redfield Rd,Scottsdale,AZ,LFF,Long Form Filed
664272,22-12112  ,13-1802A1,Theft -- From Building,Completed,06/11/2022,06/09/2022,2300,06/10/2022,0100,D2,06,904,"Wagner, A.  (B1648)",E Indian Pz,Scottsdale,AZ,INAC,Inactive
664273,22-12113  ,13-2105A2,Fraudulent Use of Credit Card-Obtain Goods or Services,Completed,06/11/2022,06/10/2022,2309,06/11/2022,0942,D1,03,706,"Wolken, C.  (B1725)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664274,22-12115  ,13-3408A1,Narcotic Drug (Synthetic/Rx)-Possess/Use,Completed,06/11/2022,06/11/2022,1319,06/11/2022,1317,D4,16,3605,"Lackowski, A.  (1537)",N Hayden Rd / N Northsight Bl,Scottsdale,AZ,LFP,Long Form Pending
664275,22-12114  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/11/2022,06/11/2022,1319,06/11/2022,1319,D1,03,704,"Currington, J.  (1542)",E Thomas Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664276,22-12116  ,13-1502A1,Criminal Trespass 3rd Deg-Property,Completed,06/11/2022,06/11/2022,1354,06/11/2022,1354,D3,13,2805,"Sledge, J.  (1565)",E Via Linda,Scottsdale,AZ,CBA,Cleared By Arrest
